payment_id,loan_id,due_date,payment_date,amount_paid,payment_status
P000488,L4225,2023-10-13,2023-10-13,41030,Paid
P000489,L2441,2022-12-10,2022-12-10,46660,Paid
P000490,L6120,2021-09-09,2021-09-29,35157,Delayed
P000491,L6196,2023-02-10,2023-02-15,34301,Delayed
P000492,L2130,2022-05-11,2022-05-31,22248,Delayed
P000493,L5036,2023-09-13,2023-09-23,49605,Delayed
P000494,L6457,2021-08-21,2021-08-21,46548,Paid
P000495,L7495,2022-12-08,2022-12-08,18980,Paid
P000496,L0834,2021-03-13,2021-03-13,18457,Paid
P000497,L8027,2022-10-06,,17497,Missed
P000498,L4733,2022-12-15,2022-12-15,15506,Paid
P000499,L4516,2023-03-07,2023-03-07,36593,Paid
P000500,L1931,2023-05-21,2023-05-31,49794,Delayed
P000501,L1793,2020-10-13,2020-10-13,31090,Paid
P000502,L7085,2020-08-24,,39585,Missed
P000503,L5588,2023-02-04,,40179,Missed
P000504,L2612,2020-05-19,2020-05-19,40465,Paid
P000505,L6701,2021-02-21,2021-03-03,14427,Delayed
P000506,L0250,2022-05-26,2022-05-31,25312,Delayed
P000507,L8443,2021-07-30,2021-07-30,20037,Paid
P000508,L6848,2022-06-13,2022-06-18,36954,Delayed
P000509,L1252,2020-08-17,2020-08-27,19081,Delayed
P000510,L7303,2021-04-10,2021-04-30,35187,Delayed
P000511,L5996,2022-04-09,2022-04-14,36903,Delayed
P000512,L4909,2022-08-01,2022-08-06,34537,Delayed
P000513,L0739,2021-09-12,2021-09-12,39556,Paid
P000514,L0343,2020-11-04,,38115,Missed
P000515,L2416,2020-09-20,2020-09-20,44586,Paid
P000516,L2623,2023-05-07,2023-05-07,1385,Paid
P000517,L1526,2020-03-26,2020-04-15,45341,Delayed
P000518,L6870,2021-01-17,2021-01-27,24010,Delayed
P000519,L4185,2020-10-19,2020-10-19,49069,Paid
P000520,L0393,2022-04-14,2022-04-14,32597,Paid
P000521,L8364,2021-12-26,2022-01-15,6237,Delayed
P000522,L0536,2022-01-24,2022-02-03,39405,Delayed
P000523,L8176,2021-02-01,2021-02-01,18158,Paid
P000524,L1341,2022-07-03,2022-07-13,46396,Delayed
P000525,L4580,2022-11-26,2022-12-16,24671,Delayed
P000526,L5221,2021-04-19,2021-04-19,28702,Paid
P000527,L7398,2021-03-27,2021-04-16,39497,Delayed
P000528,L1218,2021-07-02,2021-07-02,32276,Paid
P000529,L0816,2020-11-16,2020-11-16,28115,Paid
P000530,L6205,2020-09-06,2020-09-06,39263,Paid
P000531,L0227,2022-02-23,2022-02-28,32882,Delayed
P000532,L3944,2022-07-06,,27118,Missed
P000533,L1132,2022-09-11,,42261,Missed
P000534,L3928,2021-11-18,2021-11-28,48629,Delayed
P000535,L6115,2021-03-09,2021-03-14,20936,Delayed
P000536,L7010,2021-08-10,2021-08-15,43887,Delayed
P000537,L7939,2021-05-15,2021-05-15,16149,Paid
P000538,L7377,2020-07-22,,19025,Missed
P000539,L4996,2020-12-21,2021-01-10,37274,Delayed
P000540,L1781,2022-02-04,2022-02-09,37118,Delayed
P000541,L8657,2020-05-30,2020-06-09,10654,Delayed
P000542,L0391,2023-12-07,2023-12-07,33233,Paid
P000543,L4984,2020-09-20,2020-09-20,19993,Paid
P000544,L4768,2020-10-06,2020-10-11,47744,Delayed
P000545,L0063,2020-10-19,2020-10-19,3923,Paid
P000546,L2799,2022-09-20,2022-09-20,34117,Paid
P000547,L1277,2022-12-13,2022-12-18,43482,Delayed
P000548,L6018,2023-05-26,,46665,Missed
P000549,L5662,2020-09-27,2020-10-17,3027,Delayed
P000550,L7473,2020-04-28,2020-05-18,45155,Delayed
P000551,L1122,2020-02-03,2020-02-03,45173,Paid
P000552,L2719,2023-03-07,2023-03-17,28128,Delayed
P000553,L3909,2022-09-23,2022-09-23,25871,Paid
P000554,L5696,2023-12-23,2024-01-02,39669,Delayed
P000555,L7172,2023-01-03,2023-01-23,7076,Delayed
P000556,L4870,2023-01-23,2023-01-23,42925,Paid
P000557,L3359,2021-04-06,2021-04-16,6389,Delayed
P000558,L2465,2021-11-16,2021-11-16,39431,Paid
P000559,L1106,2023-07-09,2023-07-29,41126,Delayed
P000560,L8333,2021-09-03,2021-09-23,30825,Delayed
P000561,L6474,2022-06-30,2022-06-30,9138,Paid
P000562,L6680,2021-10-27,2021-11-16,2124,Delayed
P000563,L5334,2023-12-05,,38804,Missed
P000564,L5646,2021-05-25,2021-05-25,10749,Paid
P000565,L8829,2021-05-23,2021-05-23,29809,Paid
P000566,L5090,2022-11-12,2022-11-17,49632,Delayed
P000567,L5276,2021-11-20,2021-11-25,49867,Delayed
P000568,L5229,2023-09-11,2023-09-11,19566,Paid
P000569,L8585,2023-02-28,2023-03-05,21017,Delayed
P000570,L1369,2021-01-23,2021-01-28,32902,Delayed
P000571,L8192,2021-11-29,2021-12-19,2989,Delayed
P000572,L5774,2023-05-12,2023-05-22,18031,Delayed
P000573,L7356,2020-06-09,2020-06-09,8903,Paid
P000574,L7316,2020-10-09,2020-10-09,35476,Paid
P000575,L8643,2023-01-09,2023-01-19,12477,Delayed
P000576,L1525,2023-03-20,2023-03-25,12642,Delayed
P000577,L4940,2021-06-21,2021-06-26,1818,Delayed
P000578,L7405,2021-07-19,2021-07-19,22122,Paid
P000579,L2934,2021-04-11,,46149,Missed
P000580,L5858,2020-05-02,2020-05-22,7514,Delayed
P000581,L7600,2022-09-13,2022-09-13,39685,Paid
P000582,L4847,2022-04-20,2022-04-20,8026,Paid
P000583,L3718,2021-03-26,2021-03-26,2634,Paid
P000584,L7125,2020-01-18,2020-01-18,47758,Paid
P000585,L1305,2020-07-26,2020-07-26,23602,Paid
P000586,L0628,2020-04-25,2020-05-15,47203,Delayed
P000587,L0812,2020-03-02,2020-03-02,24818,Paid
P000588,L0678,2020-09-10,2020-09-10,23692,Paid
P000589,L6923,2023-07-31,2023-08-05,31147,Delayed
P000590,L0776,2022-07-04,2022-07-24,33698,Delayed
P000591,L0196,2021-04-22,2021-04-22,32007,Paid
P000592,L7569,2020-05-13,2020-05-13,8935,Paid
P000593,L6750,2022-04-11,,44491,Missed
P000594,L6835,2022-12-25,2023-01-04,27833,Delayed
P000595,L2865,2020-10-26,2020-11-15,3919,Delayed
P000596,L2447,2020-04-23,2020-04-23,38093,Paid
P000597,L6104,2023-06-20,2023-06-25,35856,Delayed
P000598,L7587,2023-01-03,2023-01-03,45868,Paid
P000599,L4166,2020-02-12,2020-02-12,23686,Paid
P000600,L6289,2021-05-29,,32607,Missed
P000601,L1692,2020-11-09,2020-11-29,33467,Delayed
P000602,L8707,2023-04-11,2023-04-21,10340,Delayed
P000603,L3968,2021-12-26,2022-01-05,1257,Delayed
P000604,L8952,2021-06-17,2021-06-17,16605,Paid
P000605,L6487,2021-10-31,2021-10-31,28017,Paid
P000606,L8302,2023-07-01,2023-07-01,41041,Paid
P000607,L8802,2021-09-22,2021-10-12,10654,Delayed
P000608,L8433,2021-11-03,2021-11-23,16481,Delayed
P000609,L7043,2023-11-29,2023-11-29,19621,Paid
P000610,L7826,2020-06-21,2020-06-26,16743,Delayed
P000611,L6880,2023-12-25,2024-01-14,16020,Delayed
P000612,L0228,2021-05-14,2021-05-14,32102,Paid
P000613,L0252,2023-09-24,2023-10-04,41978,Delayed
P000614,L7949,2021-11-19,2021-11-19,14231,Paid
P000615,L4205,2023-03-22,2023-03-22,32583,Paid
P000616,L1106,2021-06-20,2021-06-25,40407,Delayed
P000617,L4512,2024-01-03,2024-01-13,10873,Delayed
P000618,L1923,2023-10-19,2023-10-19,17158,Paid
P000619,L7739,2022-03-23,2022-03-28,43851,Delayed
P000620,L4727,2021-02-19,2021-02-24,4355,Delayed
P000621,L6449,2023-11-01,2023-11-01,4781,Paid
P000622,L1620,2020-10-26,2020-10-26,7720,Paid
P000623,L8253,2021-09-25,2021-10-15,14763,Delayed
P000624,L7940,2023-06-28,2023-07-03,1683,Delayed
P000625,L2832,2021-08-09,2021-08-19,29331,Delayed
P000626,L5448,2024-01-07,2024-01-27,16043,Delayed
P000627,L6658,2022-10-07,,16627,Missed
P000628,L1718,2021-11-10,2021-11-10,40122,Paid
P000629,L0307,2023-09-16,2023-09-16,22350,Paid
P000630,L1178,2024-02-07,2024-02-07,11410,Paid
P000631,L0540,2022-06-07,2022-06-07,43373,Paid
P000632,L1897,2023-03-11,2023-03-31,28414,Delayed
P000633,L8711,2023-12-30,2024-01-09,45396,Delayed
P000634,L6180,2022-02-03,,4609,Missed
P000635,L7306,2022-07-12,2022-07-12,16849,Paid
P000636,L0546,2020-03-09,2020-03-14,30747,Delayed
P000637,L8018,2021-10-26,2021-10-26,36584,Paid
P000638,L0437,2022-11-02,2022-11-12,32085,Delayed
P000639,L0099,2022-02-23,2022-02-23,26870,Paid
P000640,L5565,2022-08-11,2022-08-21,35316,Delayed
P000641,L1252,2020-04-11,2020-05-01,44557,Delayed
P000642,L4369,2020-08-23,2020-08-28,4379,Delayed
P000643,L0125,2023-03-05,2023-03-05,9658,Paid
P000644,L3335,2023-12-18,2023-12-18,17688,Paid
P000645,L0961,2021-02-17,2021-02-27,14111,Delayed
P000646,L3187,2023-05-31,2023-06-05,12228,Delayed
P000647,L6819,2020-11-08,2020-11-08,46687,Paid
P000648,L8878,2024-01-27,2024-01-27,20942,Paid
P000649,L6284,2020-12-17,2021-01-06,39632,Delayed
P000650,L6058,2021-09-05,2021-09-25,5877,Delayed
P000651,L8439,2020-08-23,2020-09-02,26728,Delayed
P000652,L1851,2023-03-27,2023-03-27,44526,Paid
P000653,L6551,2020-07-31,2020-07-31,31906,Paid
P000654,L5070,2020-02-17,2020-02-27,16489,Delayed
P000655,L4289,2020-06-27,2020-06-27,35483,Paid
P000656,L4003,2023-12-17,2023-12-17,49989,Paid
P000657,L0028,2022-05-25,2022-05-25,18636,Paid
P000658,L7959,2022-07-05,2022-07-05,33782,Paid
P000659,L0804,2020-07-26,2020-07-26,5010,Paid
P000660,L6834,2023-05-06,2023-05-11,45457,Delayed
P000661,L5796,2020-09-14,2020-09-14,23288,Paid
P000662,L3829,2021-10-15,2021-10-20,20860,Delayed
P000663,L5163,2022-01-04,2022-01-04,33610,Paid
P000664,L1066,2022-11-05,2022-11-05,31697,Paid
P000665,L4165,2020-02-06,2020-02-06,6561,Paid
P000666,L1428,2022-07-04,2022-07-04,5990,Paid
P000667,L1677,2022-03-17,2022-03-17,15123,Paid
P000668,L6843,2023-01-13,2023-01-13,8154,Paid
P000669,L7607,2021-07-13,2021-07-23,29248,Delayed
P000670,L7917,2023-11-12,2023-11-12,33962,Paid
P000671,L7507,2020-12-26,2021-01-05,42313,Delayed
P000672,L2583,2022-06-21,2022-06-21,19868,Paid
P000673,L8198,2023-03-14,2023-03-14,31843,Paid
P000674,L6142,2020-03-14,2020-03-24,47727,Delayed
P000675,L3140,2022-07-28,2022-08-07,44278,Delayed
P000676,L0945,2020-05-29,2020-06-03,22444,Delayed
P000677,L4900,2021-01-21,2021-01-26,18309,Delayed
P000678,L8138,2024-01-29,2024-01-29,39829,Paid
P000679,L3833,2023-02-25,2023-03-17,25430,Delayed
P000680,L8142,2022-05-25,2022-05-25,13516,Paid
P000681,L7380,2021-07-01,,34968,Missed
P000682,L3291,2023-09-18,2023-10-08,11306,Delayed
P000683,L7078,2020-11-23,2020-11-23,35664,Paid
P000684,L6206,2022-08-01,2022-08-01,49219,Paid
P000685,L8097,2022-05-16,2022-05-16,36015,Paid
P000686,L7653,2020-12-28,,49595,Missed
P000687,L6491,2021-03-25,2021-04-04,6027,Delayed
P000688,L8982,2022-12-17,2022-12-17,14060,Paid
P000689,L0110,2023-10-14,2023-10-14,40948,Paid
P000690,L3081,2020-04-13,2020-05-03,23058,Delayed
P000691,L5153,2022-10-01,2022-10-01,41482,Paid
P000692,L8417,2021-07-17,2021-07-17,33236,Paid
P000693,L4552,2023-09-28,2023-10-08,45854,Delayed
P000694,L2392,2020-03-12,2020-03-17,19156,Delayed
P000695,L1407,2022-11-12,2022-12-02,11612,Delayed
P000696,L7048,2020-07-04,2020-07-04,32692,Paid
P000697,L4906,2022-11-30,2022-12-20,26790,Delayed
P000698,L6522,2021-01-04,2021-01-04,1272,Paid
P000699,L8986,2021-01-21,2021-01-21,3215,Paid
P000700,L8650,2020-11-30,2020-12-05,44703,Delayed
P000701,L7597,2023-01-20,2023-01-30,46350,Delayed
P000702,L0418,2022-04-28,2022-04-28,47314,Paid
P000703,L5416,2022-11-21,2022-11-21,49043,Paid
P000704,L0172,2021-03-05,2021-03-05,20717,Paid
P000705,L2143,2020-04-29,2020-05-04,40031,Delayed
P000706,L1669,2020-10-23,2020-10-28,26201,Delayed
P000707,L5016,2020-02-21,,6664,Missed
P000708,L0608,2020-09-20,2020-09-20,27923,Paid
P000709,L6424,2020-02-01,2020-02-06,13103,Delayed
P000710,L0409,2023-03-14,,4881,Missed
P000711,L1729,2023-04-14,2023-04-14,37095,Paid
P000712,L3087,2023-03-12,2023-03-17,48155,Delayed
P000713,L7196,2023-10-09,2023-10-29,10268,Delayed
P000714,L4710,2020-10-31,2020-10-31,24966,Paid
P000715,L0593,2022-09-22,2022-09-22,31195,Paid
P000716,L5999,2023-12-26,2023-12-26,41269,Paid
P000717,L2736,2022-08-14,2022-08-24,19924,Delayed
P000718,L1041,2023-02-13,2023-03-05,5192,Delayed
P000719,L1443,2022-12-25,2022-12-25,27365,Paid
P000720,L1843,2022-02-18,2022-02-18,25521,Paid
P000721,L3986,2022-10-26,2022-11-15,11513,Delayed
P000722,L2056,2021-03-17,2021-04-06,48406,Delayed
P000723,L6423,2022-04-24,2022-05-14,4072,Delayed
P000724,L6416,2023-03-27,2023-03-27,24470,Paid
P000725,L0974,2022-05-03,2022-05-13,23433,Delayed
P000726,L2696,2024-01-11,2024-01-21,25439,Delayed
P000727,L6436,2020-08-08,2020-08-28,40086,Delayed
P000728,L0821,2023-08-31,,37631,Missed
P000729,L1818,2022-08-08,,12219,Missed
P000730,L6424,2023-08-07,2023-08-12,13515,Delayed
P000731,L5648,2020-07-18,2020-08-07,21802,Delayed
P000732,L7894,2022-03-29,2022-03-29,18380,Paid
P000733,L1533,2021-10-25,2021-11-04,32411,Delayed
P000734,L6982,2020-11-20,2020-11-30,17401,Delayed
P000735,L1750,2020-04-04,2020-04-24,26812,Delayed
P000736,L3821,2023-03-31,2023-04-05,20398,Delayed
P000737,L8184,2021-09-23,2021-09-23,20588,Paid
P000738,L2831,2023-03-03,2023-03-03,17454,Paid
P000739,L2629,2022-02-17,2022-02-22,29707,Delayed
P000740,L6423,2021-09-19,2021-09-19,36067,Paid
P000741,L2496,2020-02-10,2020-02-15,5853,Delayed
P000742,L2905,2023-07-14,2023-07-19,43704,Delayed
P000743,L2869,2021-04-11,2021-04-16,33069,Delayed
P000744,L1921,2020-02-01,2020-02-11,13293,Delayed
P000745,L4186,2020-08-02,2020-08-12,46338,Delayed
P000746,L8565,2023-07-28,,36183,Missed
P000747,L0249,2021-08-05,,31593,Missed
P000748,L5350,2022-05-12,2022-05-17,3960,Delayed
P000749,L0271,2021-07-23,2021-07-23,33430,Paid
P000750,L6843,2022-10-07,2022-10-27,19839,Delayed
P000751,L1343,2020-01-02,2020-01-12,18628,Delayed
P000752,L2817,2023-06-08,2023-06-08,7613,Paid
P000753,L8889,2023-07-29,2023-07-29,31276,Paid
P000754,L2065,2022-10-03,2022-10-23,36627,Delayed
P000755,L2167,2020-08-05,2020-08-05,27067,Paid
P000756,L2563,2023-02-26,2023-02-26,28412,Paid
P000757,L4899,2023-06-09,,36779,Missed
P000758,L3536,2022-07-05,2022-07-05,37655,Paid
P000759,L4183,2022-05-18,2022-05-23,25537,Delayed
P000760,L3432,2024-01-20,2024-01-20,42038,Paid
P000761,L6282,2021-09-09,2021-09-09,22487,Paid
P000762,L6236,2021-09-05,2021-09-25,4173,Delayed
P000763,L8284,2020-10-13,2020-10-23,4931,Delayed
P000764,L8530,2021-06-15,,11318,Missed
P000765,L0284,2022-10-07,2022-10-17,49215,Delayed
P000766,L4988,2023-11-17,2023-11-17,25236,Paid
P000767,L3299,2020-04-28,2020-04-28,14545,Paid
P000768,L7673,2020-06-02,2020-06-22,47589,Delayed
P000769,L5677,2023-04-11,2023-04-11,8870,Paid
P000770,L1991,2022-08-21,2022-08-26,29428,Delayed
P000771,L0998,2021-10-26,,3800,Missed
P000772,L3476,2020-02-10,2020-02-20,14924,Delayed
P000773,L1440,2022-03-05,2022-03-15,41247,Delayed
P000774,L0950,2021-11-14,2021-11-19,49769,Delayed
P000775,L5266,2022-06-13,2022-06-13,35062,Paid
P000776,L6487,2020-09-04,2020-09-04,39046,Paid
P000777,L3096,2021-03-23,2021-03-23,41438,Paid
P000778,L4028,2023-03-11,2023-03-16,42381,Delayed
P000779,L6557,2023-06-19,2023-06-29,43354,Delayed
P000780,L8953,2023-02-07,2023-02-07,13930,Paid
P000781,L1791,2020-08-19,2020-09-08,49160,Delayed
P000782,L5564,2021-04-09,2021-04-09,31802,Paid
P000783,L5381,2020-01-24,2020-01-24,15784,Paid
P000784,L6260,2023-07-06,2023-07-11,31018,Delayed
P000785,L0534,2020-09-25,,6134,Missed
P000786,L2908,2023-09-09,2023-09-19,6095,Delayed
P000787,L8921,2022-03-19,2022-04-08,30341,Delayed
P000788,L7151,2022-12-28,2022-12-28,41970,Paid
P000789,L3211,2022-07-05,2022-07-15,1066,Delayed
P000790,L2273,2022-09-19,,32923,Missed
P000791,L4747,2020-01-03,,7269,Missed
P000792,L4560,2024-01-03,2024-01-03,28184,Paid
P000793,L8252,2023-05-06,2023-05-26,39303,Delayed
P000794,L8719,2022-10-04,2022-10-09,7044,Delayed
P000795,L4577,2023-11-02,2023-11-22,3795,Delayed
P000796,L5214,2022-12-04,2022-12-24,34972,Delayed
P000797,L3748,2020-08-03,2020-08-08,11785,Delayed
P000798,L7884,2021-09-11,2021-10-01,37545,Delayed
P000799,L1883,2023-07-05,2023-07-05,15651,Paid
P000800,L6467,2022-02-19,2022-03-11,43895,Delayed
P000801,L5646,2020-07-29,2020-08-18,4862,Delayed
P000802,L5396,2023-05-06,2023-05-06,16033,Paid
P000803,L7992,2020-12-23,2020-12-28,42063,Delayed
P000804,L8081,2020-01-22,,5528,Missed
P000805,L3873,2020-06-09,2020-06-19,17054,Delayed
P000806,L4561,2021-11-06,2021-11-06,24136,Paid
P000807,L4152,2022-07-28,2022-08-07,35178,Delayed
P000808,L2501,2023-07-02,,28162,Missed
P000809,L0500,2023-01-24,2023-01-24,9125,Paid
P000810,L0569,2020-01-15,2020-01-15,36023,Paid
P000811,L6922,2020-01-12,2020-02-01,26113,Delayed
P000812,L3725,2021-02-20,2021-02-25,36907,Delayed
P000813,L2454,2022-09-15,2022-09-15,47240,Paid
P000814,L5277,2020-05-23,2020-05-28,13357,Delayed
P000815,L3018,2021-01-25,2021-01-30,31793,Delayed
P000816,L3569,2020-07-14,,34147,Missed
P000817,L8566,2022-12-23,2022-12-28,26085,Delayed
P000818,L3573,2024-01-09,2024-01-09,39738,Paid
P000819,L8427,2021-07-23,2021-07-28,17167,Delayed
P000820,L4439,2021-06-30,2021-06-30,34243,Paid
P000821,L3732,2022-09-12,2022-09-12,33555,Paid
P000822,L5578,2020-01-07,2020-01-07,34344,Paid
P000823,L7615,2020-12-22,2020-12-22,49764,Paid
P000824,L8110,2023-06-05,2023-06-25,6738,Delayed
P000825,L5288,2020-01-03,2020-01-03,6608,Paid
P000826,L4955,2020-08-10,2020-08-15,7599,Delayed
P000827,L3886,2020-11-15,2020-11-20,34984,Delayed
P000828,L1640,2020-04-16,2020-04-16,4694,Paid
P000829,L1227,2020-10-26,,10321,Missed
P000830,L0116,2021-03-08,2021-03-18,46931,Delayed
P000831,L0401,2020-02-15,2020-02-15,43148,Paid
P000832,L4039,2020-04-02,2020-04-02,49251,Paid
P000833,L3579,2023-10-28,2023-10-28,5914,Paid
P000834,L6703,2022-04-30,2022-05-05,11320,Delayed
P000835,L6847,2023-10-19,2023-10-19,42994,Paid
P000836,L0596,2023-03-10,,33868,Missed
P000837,L0634,2023-02-25,2023-02-25,41799,Paid
P000838,L3761,2020-04-08,2020-04-08,20966,Paid
P000839,L7264,2022-03-10,2022-03-10,43822,Paid
P000840,L2342,2023-05-23,2023-05-23,48776,Paid
P000841,L0097,2020-01-07,2020-01-12,17828,Delayed
P000842,L2131,2022-01-02,2022-01-02,12144,Paid
P000843,L4294,2024-01-30,2024-02-04,16150,Delayed
P000844,L2296,2022-07-05,2022-07-10,40414,Delayed
P000845,L8820,2020-10-24,2020-11-13,46691,Delayed
P000846,L0053,2023-09-09,2023-09-09,17539,Paid
P000847,L2156,2021-04-02,2021-04-02,20241,Paid
P000848,L7891,2022-03-26,2022-03-26,11896,Paid
P000849,L8157,2022-09-29,2022-09-29,41166,Paid
P000850,L4675,2021-11-01,2021-11-01,45884,Paid
P000851,L2936,2023-11-06,2023-11-06,26007,Paid
P000852,L3493,2022-08-11,2022-08-16,18658,Delayed
P000853,L8732,2020-03-15,2020-04-04,48028,Delayed
P000854,L2882,2020-12-23,2020-12-28,45206,Delayed
P000855,L1528,2020-02-09,2020-02-09,21369,Paid
P000856,L2515,2023-04-08,2023-04-18,41912,Delayed
P000857,L3502,2023-09-16,,42619,Missed
P000858,L7410,2020-04-22,2020-05-02,10769,Delayed
P000859,L7439,2023-07-18,2023-07-18,11993,Paid
P000860,L2378,2024-01-30,2024-01-30,33366,Paid
P000861,L2054,2021-01-21,2021-01-21,24811,Paid
P000862,L1548,2020-07-04,2020-07-24,36774,Delayed
P000863,L4383,2022-04-01,2022-04-11,39650,Delayed
P000864,L6638,2023-12-15,2023-12-25,24288,Delayed
P000865,L2123,2023-05-22,2023-06-11,49433,Delayed
P000866,L1566,2023-08-28,2023-08-28,5683,Paid
P000867,L0657,2021-04-01,2021-04-11,36879,Delayed
P000868,L0427,2022-10-15,2022-11-04,5240,Delayed
P000869,L2551,2020-07-08,2020-07-08,34283,Paid
P000870,L3292,2020-02-14,2020-02-24,43334,Delayed
P000871,L6558,2021-11-20,2021-11-30,45961,Delayed
P000872,L2928,2023-05-19,2023-06-08,23471,Delayed
P000873,L5029,2022-03-05,2022-03-05,39910,Paid
P000874,L5429,2022-10-18,2022-10-23,22605,Delayed
P000875,L8766,2020-04-26,,6273,Missed
P000876,L8487,2020-06-24,2020-06-29,47514,Delayed
P000877,L0912,2023-12-27,2023-12-27,38147,Paid
P000878,L5020,2023-12-02,2023-12-22,25730,Delayed
P000879,L4523,2023-06-01,2023-06-01,43721,Paid
P000880,L8133,2020-04-03,2020-04-08,48901,Delayed
P000881,L3831,2022-07-25,2022-07-25,46601,Paid
P000882,L2707,2022-03-14,,36546,Missed
P000883,L7462,2022-11-22,2022-11-22,12921,Paid
P000884,L7619,2021-06-17,2021-06-17,46274,Paid
P000885,L4314,2020-07-22,2020-07-22,27517,Paid
P000886,L5701,2022-11-18,2022-11-23,3567,Delayed
P000887,L8102,2021-03-22,2021-03-27,16898,Delayed
P000888,L7042,2021-12-14,2021-12-14,37864,Paid
P000889,L3095,2020-04-26,2020-04-26,23696,Paid
P000890,L2965,2020-02-17,2020-03-08,35575,Delayed
P000891,L4520,2024-01-22,2024-01-27,31164,Delayed
P000892,L4989,2023-05-21,2023-05-26,5874,Delayed
P000893,L1146,2022-04-12,2022-04-12,40744,Paid
P000894,L3460,2022-07-24,2022-08-13,40837,Delayed
P000895,L2460,2021-01-31,2021-02-20,11680,Delayed
P000896,L3937,2023-05-10,2023-05-15,9171,Delayed
P000897,L1353,2022-08-31,2022-08-31,5118,Paid
P000898,L0713,2021-01-04,2021-01-24,12352,Delayed
P000899,L7320,2023-02-16,2023-02-16,27057,Paid
P000900,L7185,2022-09-19,2022-10-09,18935,Delayed
P000901,L3858,2022-12-10,2022-12-30,40292,Delayed
P000902,L4900,2023-08-20,2023-08-30,38750,Delayed
P000903,L8520,2024-01-14,2024-01-14,6474,Paid
P000904,L0193,2021-06-01,2021-06-01,6033,Paid
P000905,L8507,2021-02-16,,43507,Missed
P000906,L3332,2023-12-06,2023-12-11,23392,Delayed
P000907,L3171,2022-10-07,2022-10-07,14273,Paid
P000908,L7834,2023-03-08,,9675,Missed
P000909,L2288,2022-03-31,2022-04-10,33872,Delayed
P000910,L1017,2021-10-25,2021-10-25,43284,Paid
P000911,L7688,2021-03-29,2021-04-18,44611,Delayed
P000912,L2242,2022-06-13,2022-06-23,47848,Delayed
P000913,L2803,2023-10-30,,42960,Missed
P000914,L3213,2021-07-14,2021-07-14,26524,Paid
P000915,L8414,2023-06-04,2023-06-09,36651,Delayed
P000916,L3273,2023-06-01,2023-06-01,20729,Paid
P000917,L4855,2020-06-08,2020-06-08,19319,Paid
P000918,L8552,2022-06-07,2022-06-12,26645,Delayed
P000919,L8840,2020-05-10,,2877,Missed
P000920,L8493,2022-11-10,2022-11-10,2504,Paid
P000921,L5633,2022-04-09,2022-04-14,13382,Delayed
P000922,L6610,2021-03-28,,3001,Missed
P000923,L0859,2022-03-11,2022-03-16,46275,Delayed
P000924,L6131,2021-06-29,,39619,Missed
P000925,L8507,2020-12-22,2021-01-11,4434,Delayed
P000926,L6983,2021-11-20,2021-11-20,38558,Paid
P000927,L1976,2021-08-01,2021-08-01,14065,Paid
P000928,L5445,2020-05-15,2020-05-15,18815,Paid
P000929,L4124,2020-02-20,2020-02-25,22042,Delayed
P000930,L0349,2022-03-27,2022-03-27,25182,Paid
P000931,L8049,2020-02-04,2020-02-14,25283,Delayed
