loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,approval_status,loan_start_date
L0387,C3399,Vehicle Loan,4221609,13.83,60,Approved,2022-01-17
L0388,C6504,Personal Loan,2348311,17.05,60,Approved,2020-02-14
L0389,C6479,Home Loan,1760041,10.16,24,Approved,2020-11-28
L0390,C3263,Personal Loan,3139548,17.86,24,Approved,2019-05-02
L0391,C4214,Vehicle Loan,4514491,13.72,12,Approved,2022-03-23
L0392,C3992,Education Loan,3819848,16.34,36,Approved,2019-09-13
L0393,C1657,Home Loan,4817520,12.77,60,Approved,2020-12-13
L0394,C2380,Personal Loan,1956237,16.36,120,Approved,2021-11-14
L0395,C0883,Education Loan,4615931,8.4,120,Approved,2021-01-01
L0396,C5162,Personal Loan,447988,13.27,36,Approved,2021-01-05
L0397,C3688,Vehicle Loan,4010042,11.28,60,Approved,2023-01-01
L0398,C2087,Education Loan,2961770,13.99,36,Approved,2022-11-04
L0399,C0775,Education Loan,4556762,9.68,24,Rejected,2019-07-29
L0400,C1328,Personal Loan,2442130,17.54,120,Approved,2019-10-08
L0401,C3267,Home Loan,3013985,14.44,24,Approved,2019-06-04
L0402,C2219,Education Loan,4739417,8.73,12,Rejected,2021-04-18
L0403,C6526,Home Loan,2157675,14.88,24,Approved,2020-08-16
L0404,C5585,Education Loan,442731,8.43,240,Approved,2020-01-08
L0405,C4748,Personal Loan,2657878,16.51,120,Approved,2022-12-05
L0406,C1916,Personal Loan,1601357,8.33,12,Approved,2021-01-22
L0407,C6039,Home Loan,1040953,14.06,36,Rejected,2022-06-10
L0408,C6914,Home Loan,1504396,13.99,12,Approved,2021-05-31
L0409,C2214,Home Loan,3083306,12.87,24,Approved,2019-08-04
L0410,C2028,Vehicle Loan,4445495,14.98,36,Approved,2020-08-11
L0411,C0648,Personal Loan,3454837,8.05,24,Approved,2022-11-24
L0412,C0522,Home Loan,1859409,14.82,36,Approved,2020-03-15
L0413,C6298,Home Loan,4351340,17.49,36,Approved,2021-06-21
L0414,C6603,Vehicle Loan,520566,11.89,240,Approved,2021-08-29
L0415,C4394,Home Loan,2369776,8.11,24,Approved,2021-08-30
L0416,C3058,Education Loan,4383243,17.93,24,Approved,2021-09-04
L0417,C5221,Education Loan,4129125,14.9,24,Approved,2021-11-04
L0418,C2691,Vehicle Loan,2128768,14.15,60,Approved,2023-01-05
L0419,C5277,Vehicle Loan,4875777,15.74,36,Approved,2022-06-06
L0420,C0286,Personal Loan,4520668,11.48,240,Approved,2021-07-09
L0421,C0527,Personal Loan,2208215,13.86,120,Approved,2021-04-20
L0422,C0329,Vehicle Loan,4650639,14.98,36,Approved,2022-07-27
L0423,C3670,Education Loan,3534297,11.82,120,Approved,2019-05-22
L0424,C5762,Education Loan,4170679,8.36,24,Rejected,2020-08-19
L0425,C0315,Personal Loan,3391039,15.98,36,Approved,2021-01-23
L0426,C5821,Home Loan,2318920,9.4,12,Approved,2022-04-15
L0427,C6076,Personal Loan,4716538,15.49,60,Approved,2022-07-28
L0428,C3351,Vehicle Loan,885786,9.18,240,Approved,2020-05-11
L0429,C1160,Education Loan,1089346,9.56,36,Approved,2021-02-24
L0430,C4424,Education Loan,4501045,14.02,240,Approved,2021-02-02
L0431,C5119,Vehicle Loan,4512188,17.54,24,Approved,2020-02-23
L0432,C5356,Personal Loan,3781782,14.87,120,Approved,2021-06-29
L0433,C2557,Education Loan,2229010,8.11,24,Approved,2019-10-14
L0434,C4985,Home Loan,4923748,17.44,24,Rejected,2022-03-20
L0435,C1681,Education Loan,3009588,17.39,12,Approved,2020-06-24
L0436,C4484,Education Loan,2692408,17.83,12,Approved,2021-02-11
L0437,C0882,Home Loan,3531521,11.17,12,Approved,2019-09-22
L0438,C0471,Education Loan,4191419,14.67,24,Approved,2019-03-08
L0439,C1950,Home Loan,2182253,8.3,60,Approved,2021-01-20
L0440,C3244,Vehicle Loan,4793459,15.95,120,Approved,2019-06-09
L0441,C1719,Vehicle Loan,3149477,14.53,36,Rejected,2022-02-15
L0442,C0441,Home Loan,4651371,13.86,120,Approved,2020-09-30
L0443,C0973,Personal Loan,3149952,15.94,24,Approved,2022-01-28
L0444,C0358,Education Loan,4065621,15.83,24,Rejected,2020-01-21
L0445,C5356,Education Loan,2195161,17.33,120,Approved,2021-11-25
L0446,C4140,Vehicle Loan,2403556,9.72,60,Approved,2020-12-14
L0447,C3740,Vehicle Loan,1067976,16.28,240,Approved,2019-01-18
L0448,C0190,Home Loan,2809054,11.17,120,Approved,2022-05-21
L0449,C2919,Personal Loan,3405683,12.44,12,Approved,2022-01-15
L0450,C1507,Personal Loan,3327680,11.08,36,Approved,2020-08-03
L0451,C2360,Home Loan,3706156,15.61,60,Approved,2019-01-07
L0452,C6481,Vehicle Loan,2400412,8.89,24,Approved,2022-06-08
L0453,C6669,Education Loan,1074609,9.19,60,Rejected,2021-09-11
L0454,C0467,Home Loan,4142002,9.98,24,Approved,2021-05-09
L0455,C5764,Personal Loan,4810657,10.31,60,Approved,2020-02-04
L0456,C3626,Education Loan,2316065,8.86,36,Approved,2021-08-22
L0457,C2902,Home Loan,2948149,9.43,120,Approved,2019-02-24
L0458,C5923,Home Loan,3067109,8.86,120,Approved,2019-03-21
L0459,C6489,Education Loan,1264573,16.48,36,Approved,2022-05-26
L0460,C4805,Education Loan,757555,12.84,36,Approved,2021-05-16
L0461,C4828,Home Loan,4450922,12.03,120,Approved,2019-06-10
L0462,C1883,Education Loan,2376605,15.79,12,Approved,2019-10-02
L0463,C0493,Home Loan,2590357,8.8,120,Approved,2021-04-29
L0464,C1693,Education Loan,2094806,17.41,120,Rejected,2022-06-26
L0465,C0961,Personal Loan,3236860,13.57,240,Approved,2021-02-09
L0466,C2805,Personal Loan,4718157,8.31,240,Approved,2021-05-18
L0467,C5305,Vehicle Loan,1223381,12.02,240,Approved,2019-08-29
L0468,C0211,Vehicle Loan,3737160,14.27,120,Approved,2019-07-19
L0469,C6185,Home Loan,2893410,15.9,36,Approved,2021-11-18
L0470,C6791,Home Loan,4868211,10.11,60,Approved,2020-10-21
L0471,C5165,Vehicle Loan,1452316,11.54,12,Approved,2021-03-09
L0472,C5571,Education Loan,432717,14.79,12,Approved,2021-01-30
L0473,C6330,Personal Loan,1458776,14.37,60,Approved,2022-11-06
L0474,C2193,Personal Loan,737410,13.56,12,Approved,2022-06-20
L0475,C3021,Vehicle Loan,1219836,16.77,24,Approved,2019-02-13
L0476,C1015,Personal Loan,3368537,10.73,120,Approved,2019-02-13
L0477,C1671,Home Loan,3230560,13.94,60,Rejected,2019-04-11
L0478,C6524,Home Loan,2011877,11.44,36,Approved,2021-10-26
L0479,C4832,Personal Loan,3085660,13.4,60,Approved,2022-07-07
L0480,C3322,Home Loan,1925642,10.16,240,Approved,2020-05-21
L0481,C3260,Home Loan,1585709,9.59,60,Approved,2019-12-31
L0482,C3384,Vehicle Loan,1993804,13.22,24,Approved,2020-08-15
L0483,C4772,Home Loan,377638,15.01,120,Approved,2022-11-23
L0484,C0776,Home Loan,4945565,11.79,36,Approved,2022-10-27
L0485,C3845,Personal Loan,2829516,17.54,240,Approved,2022-03-14
L0486,C2315,Vehicle Loan,4833739,15.3,12,Approved,2020-01-23
L0487,C1232,Vehicle Loan,3036712,10.61,240,Approved,2021-03-10
L0488,C0693,Home Loan,2177515,13.51,36,Approved,2021-11-27
L0489,C2993,Education Loan,821143,11.15,12,Approved,2020-06-29
L0490,C6013,Home Loan,2315121,17.82,12,Approved,2021-05-04
L0491,C6618,Education Loan,3056340,14.76,240,Approved,2019-11-08
L0492,C2920,Education Loan,3899510,10.13,36,Approved,2022-06-18
L0493,C2763,Vehicle Loan,1924535,15.51,60,Rejected,2021-10-02
L0494,C6552,Home Loan,245248,16.37,240,Approved,2022-11-19
L0495,C3667,Education Loan,3160152,7.59,24,Approved,2020-05-05
L0496,C3649,Home Loan,2488925,8.24,60,Approved,2020-09-12
L0497,C5824,Education Loan,2018851,15.79,24,Approved,2020-06-16
L0498,C4904,Personal Loan,1336769,17.41,12,Approved,2021-07-04
L0499,C2610,Education Loan,3321066,11.44,120,Approved,2020-12-05
L0500,C4807,Vehicle Loan,2512638,14.7,60,Approved,2022-12-24
L0501,C2328,Education Loan,2269644,17.08,12,Approved,2021-05-27
L0502,C3938,Home Loan,874042,11.71,120,Approved,2021-10-31
L0503,C2027,Personal Loan,2967435,16.58,60,Approved,2021-08-15
L0504,C1798,Education Loan,4477493,16.23,12,Rejected,2019-04-21
L0505,C3093,Vehicle Loan,2889872,9.44,60,Approved,2021-01-17
L0506,C1466,Home Loan,412585,14.54,60,Approved,2021-07-01
L0507,C2620,Education Loan,4921389,8.29,240,Approved,2020-01-25
L0508,C3680,Education Loan,1611828,9.19,60,Rejected,2021-04-24
L0509,C1976,Vehicle Loan,3003124,15.22,12,Approved,2021-05-20
L0510,C2850,Education Loan,2958697,14.59,60,Rejected,2022-01-07
L0511,C1289,Personal Loan,2753817,16.55,240,Approved,2020-01-08
L0512,C2761,Personal Loan,1955824,13.91,120,Approved,2020-02-02
L0513,C2234,Education Loan,1655941,8.4,24,Approved,2019-12-05
L0514,C3397,Vehicle Loan,3296088,13.35,24,Approved,2022-12-13
L0515,C2684,Education Loan,3032854,13.41,36,Approved,2020-05-13
L0516,C2341,Vehicle Loan,1199697,13.67,240,Approved,2020-09-05
L0517,C5296,Home Loan,3480286,16.58,60,Rejected,2022-12-02
L0518,C0723,Vehicle Loan,3994890,16.01,12,Approved,2019-07-02
L0519,C2674,Home Loan,2309006,16.13,36,Approved,2019-11-20
L0520,C1016,Education Loan,350029,17.14,36,Approved,2019-07-19
L0521,C3841,Personal Loan,3877431,17.43,36,Rejected,2022-04-20
L0522,C2181,Home Loan,3077829,13.89,36,Approved,2020-04-10
L0523,C2024,Home Loan,4405929,17.75,24,Approved,2021-09-26
L0524,C0076,Education Loan,3444379,17.69,120,Approved,2021-03-14
L0525,C0728,Personal Loan,2123396,14.63,120,Approved,2022-06-19
L0526,C5443,Personal Loan,3438393,14.46,24,Approved,2020-06-25
L0527,C1119,Education Loan,594070,13.2,60,Approved,2020-12-29
L0528,C4447,Personal Loan,3463017,12.96,24,Approved,2019-11-27
L0529,C6339,Vehicle Loan,743856,7.55,36,Approved,2019-07-09
L0530,C4341,Personal Loan,3915961,17.77,240,Approved,2020-09-25
L0531,C1926,Education Loan,2602362,16.66,12,Approved,2022-02-20
L0532,C0070,Vehicle Loan,2372683,16.17,24,Approved,2021-04-22
L0533,C1192,Vehicle Loan,1675481,15.25,240,Approved,2023-01-17
L0534,C3389,Home Loan,4691949,12.58,240,Approved,2019-11-14
L0535,C3413,Personal Loan,4749148,9.2,12,Approved,2020-09-18
L0536,C1944,Home Loan,2611914,10.6,36,Approved,2020-09-04
L0537,C0294,Personal Loan,3415466,10.53,12,Approved,2022-05-22
L0538,C4628,Vehicle Loan,2228518,7.95,120,Approved,2019-01-14
L0539,C0525,Home Loan,1612293,8.52,12,Approved,2021-12-13
L0540,C1920,Education Loan,3321996,8.2,240,Approved,2021-01-15
L0541,C2462,Personal Loan,3737997,10.42,120,Approved,2019-12-02
L0542,C1817,Vehicle Loan,3149931,9.45,24,Approved,2020-08-20
L0543,C1983,Home Loan,1949416,14.05,12,Approved,2019-03-19
L0544,C5100,Education Loan,2199787,14.3,240,Approved,2022-08-27
L0545,C6185,Personal Loan,3671469,11.47,12,Approved,2020-01-02
L0546,C1964,Vehicle Loan,1929334,15.15,120,Rejected,2019-01-11
L0547,C6255,Education Loan,4219832,11.04,120,Approved,2021-11-01
L0548,C3812,Vehicle Loan,3278304,16.19,120,Approved,2020-11-15
L0549,C2817,Home Loan,125042,8.81,240,Rejected,2020-07-01
L0550,C6560,Education Loan,1620417,16.02,120,Approved,2020-08-09
L0551,C5557,Vehicle Loan,1703924,13.49,120,Approved,2019-07-31
L0552,C2908,Home Loan,1259734,7.84,240,Approved,2020-12-26
L0553,C1443,Home Loan,4067213,11.8,12,Approved,2019-02-19
L0554,C2009,Personal Loan,3762798,16.84,120,Approved,2021-12-24
L0555,C6105,Vehicle Loan,4800219,15.42,36,Approved,2019-02-18
L0556,C4520,Personal Loan,2812461,12.87,240,Approved,2021-02-19
L0557,C2061,Home Loan,2325297,16.77,12,Approved,2022-03-08
L0558,C0108,Education Loan,2170359,11.52,36,Approved,2020-02-25
L0559,C2693,Personal Loan,949181,10.54,24,Approved,2022-10-07
L0560,C1562,Education Loan,1214480,8.59,12,Approved,2020-11-23
L0561,C3530,Vehicle Loan,2740042,15.08,120,Approved,2021-10-09
L0562,C1175,Education Loan,3997034,12.55,12,Approved,2020-12-24
L0563,C6413,Home Loan,2240646,16.91,240,Rejected,2020-06-21
L0564,C2321,Home Loan,4878927,9.72,240,Rejected,2020-09-23
L0565,C3519,Vehicle Loan,4487102,13.65,240,Approved,2019-03-02
L0566,C0324,Vehicle Loan,2631428,14.62,36,Approved,2020-01-04
L0567,C3190,Vehicle Loan,2797857,9.12,240,Rejected,2021-10-10
L0568,C3015,Education Loan,3461213,8.21,60,Approved,2021-01-08
L0569,C6652,Education Loan,1084233,11.33,240,Approved,2019-01-09
L0570,C3711,Home Loan,4230511,15.66,36,Approved,2019-02-08
L0571,C6155,Vehicle Loan,2278873,16.55,36,Approved,2021-09-29
L0572,C4173,Personal Loan,3974658,10.46,120,Rejected,2022-08-09
L0573,C5723,Vehicle Loan,3005438,16.31,36,Approved,2021-04-19
L0574,C1610,Home Loan,4786937,10.62,240,Rejected,2022-01-12
L0575,C5411,Vehicle Loan,4121792,15.21,240,Approved,2021-01-27
L0576,C6113,Personal Loan,3681600,8.93,12,Approved,2019-06-30
L0577,C5479,Home Loan,3658889,15.56,240,Approved,2020-06-20
L0578,C2847,Education Loan,2962059,17.33,24,Approved,2022-09-28
L0579,C1838,Education Loan,2345034,9.18,36,Rejected,2019-02-07
L0580,C1446,Personal Loan,1741529,14.92,60,Approved,2022-05-25
L0581,C3295,Vehicle Loan,4041856,11.99,240,Approved,2021-06-30
L0582,C1354,Vehicle Loan,450604,15.51,36,Approved,2021-10-27
L0583,C6863,Vehicle Loan,1142646,16.57,12,Rejected,2019-06-23
L0584,C1445,Vehicle Loan,736270,17.29,24,Approved,2019-02-26
L0585,C6651,Education Loan,2097294,8.31,60,Approved,2021-11-22
L0586,C1766,Vehicle Loan,4314654,15.27,240,Approved,2022-02-21
L0587,C3513,Personal Loan,4905710,7.73,240,Approved,2021-04-30
L0588,C3557,Personal Loan,2261769,14.3,60,Approved,2020-08-02
L0589,C4464,Vehicle Loan,3692148,10.47,60,Approved,2022-01-04
L0590,C3682,Home Loan,735940,10.54,36,Approved,2020-08-16
L0591,C5683,Education Loan,4979043,13.86,36,Approved,2020-07-22
L0592,C6805,Education Loan,3399377,15.36,240,Rejected,2022-11-09
L0593,C5040,Education Loan,1626142,8.51,12,Approved,2019-11-22
L0594,C0524,Home Loan,3277312,17.7,24,Approved,2021-11-05
L0595,C3732,Home Loan,4807850,17.97,240,Rejected,2022-09-25
L0596,C5194,Education Loan,1151563,16.41,12,Approved,2019-11-12
L0597,C0628,Personal Loan,3235326,14.06,12,Approved,2019-10-05
L0598,C0977,Education Loan,4010124,11.8,240,Approved,2022-03-22
L0599,C5937,Vehicle Loan,1776525,17.36,24,Approved,2020-06-18
L0600,C6173,Vehicle Loan,310653,11.48,120,Approved,2019-09-29
L0601,C5879,Home Loan,4681955,9.82,240,Rejected,2020-01-26
L0602,C6792,Education Loan,4647575,9.38,24,Approved,2019-09-19
L0603,C6507,Home Loan,527858,10.91,240,Approved,2021-03-14
L0604,C5140,Vehicle Loan,1569759,14.84,60,Approved,2022-09-26
L0605,C4934,Education Loan,4526375,17.96,24,Approved,2020-02-26
L0606,C3774,Personal Loan,1628746,13.04,24,Approved,2019-04-16
L0607,C1328,Vehicle Loan,821176,11.55,24,Approved,2020-03-28
L0608,C4708,Education Loan,4290930,16.48,60,Approved,2021-03-04
L0609,C6616,Home Loan,3663196,10.02,120,Approved,2020-08-19
L0610,C1300,Personal Loan,394975,13.53,36,Approved,2020-05-21
L0611,C6951,Home Loan,985366,7.91,12,Approved,2020-06-25
L0612,C3669,Education Loan,1694123,12.67,60,Approved,2020-09-10
L0613,C0343,Education Loan,621505,16,120,Approved,2022-10-06
L0614,C3263,Education Loan,2857166,13.67,24,Approved,2020-10-18
L0615,C3659,Vehicle Loan,231623,13.92,36,Approved,2020-11-26
L0616,C5513,Personal Loan,601232,9.61,60,Approved,2020-08-18
L0617,C6123,Education Loan,4812451,12.49,24,Approved,2022-04-25
L0618,C4261,Personal Loan,3915542,7.77,24,Approved,2023-01-17
L0619,C1406,Personal Loan,1390371,9.34,36,Approved,2019-12-17
L0620,C1221,Personal Loan,2947757,8.14,36,Approved,2022-08-20
L0621,C1832,Vehicle Loan,2874903,15.38,240,Approved,2020-10-06
L0622,C2385,Home Loan,3882390,16.8,24,Approved,2022-07-20
L0623,C2827,Vehicle Loan,500914,8.66,60,Rejected,2020-05-09
L0624,C6773,Vehicle Loan,528981,14.72,60,Approved,2020-10-19
L0625,C4332,Personal Loan,4166225,11.06,24,Approved,2019-10-28
L0626,C4039,Home Loan,1993417,7.6,36,Approved,2019-06-25
L0627,C0286,Home Loan,4045721,9.17,24,Rejected,2019-08-03
L0628,C2967,Personal Loan,607167,9.77,120,Approved,2022-05-09
L0629,C3731,Education Loan,4061899,11.79,60,Approved,2021-05-24
L0630,C3876,Personal Loan,2198208,12.84,12,Approved,2019-09-06
L0631,C5479,Vehicle Loan,2281064,13.87,12,Approved,2019-07-28
L0632,C4425,Vehicle Loan,3364810,17.05,120,Approved,2021-10-26
L0633,C1825,Vehicle Loan,4887781,17.69,120,Approved,2021-02-23
L0634,C4490,Education Loan,633736,15.6,60,Rejected,2019-03-01
L0635,C2919,Education Loan,1624857,12.29,240,Approved,2021-07-27
L0636,C0916,Vehicle Loan,4968215,7.58,120,Approved,2022-07-03
L0637,C2285,Home Loan,1634594,8.85,12,Approved,2020-08-07
L0638,C5022,Vehicle Loan,283726,12.55,120,Rejected,2019-12-04
L0639,C0806,Home Loan,3416145,13.52,24,Approved,2021-01-09
L0640,C5567,Vehicle Loan,2354703,7.96,36,Approved,2019-10-30
L0641,C0706,Home Loan,2559522,11.86,24,Approved,2019-06-20
L0642,C5903,Vehicle Loan,832347,15.03,60,Approved,2022-08-26
L0643,C1125,Education Loan,3452544,10.52,12,Approved,2020-12-24
L0644,C2159,Personal Loan,1403328,9.56,36,Rejected,2019-01-29
L0645,C0463,Vehicle Loan,4026162,15.23,24,Approved,2020-03-31
L0646,C1154,Personal Loan,64379,8.54,120,Approved,2020-08-13
L0647,C6763,Personal Loan,2265389,16.49,240,Approved,2021-06-27
L0648,C4595,Home Loan,2223597,9.73,240,Approved,2022-12-10
L0649,C1469,Personal Loan,3638803,14.6,60,Approved,2022-06-12
L0650,C4107,Education Loan,964279,11.69,24,Rejected,2021-12-04
L0651,C0979,Education Loan,189357,11.95,120,Approved,2022-10-26
L0652,C4099,Personal Loan,2696958,7.6,36,Approved,2020-10-29
L0653,C3773,Vehicle Loan,4942079,10.35,240,Rejected,2021-06-02
L0654,C5750,Personal Loan,1886432,10.91,12,Rejected,2019-01-11
L0655,C3476,Personal Loan,4658400,16.2,120,Approved,2019-04-27
L0656,C3855,Vehicle Loan,2119642,16.75,24,Approved,2022-05-04
L0657,C5996,Vehicle Loan,1249242,10.9,36,Approved,2019-05-21
L0658,C2098,Education Loan,4168892,16.25,120,Approved,2020-11-26
L0659,C4436,Education Loan,2568175,11.97,240,Approved,2022-06-19
L0660,C4852,Vehicle Loan,425441,10.19,36,Approved,2020-09-29
L0661,C4363,Home Loan,1082639,12.69,24,Approved,2022-08-05
L0662,C5667,Education Loan,1598982,10.04,240,Approved,2019-05-15
L0663,C5910,Vehicle Loan,4805982,16.66,24,Approved,2021-07-13
L0664,C4388,Vehicle Loan,425892,7.58,240,Approved,2019-06-27
L0665,C1588,Vehicle Loan,651340,14.83,36,Approved,2022-08-11
L0666,C1159,Personal Loan,3482866,13.44,36,Rejected,2020-03-16
L0667,C2622,Education Loan,1883581,8.19,120,Approved,2021-10-18
L0668,C4111,Education Loan,3737292,11.94,60,Approved,2019-10-27
L0669,C2050,Home Loan,3475086,10.32,60,Approved,2019-07-11
L0670,C0386,Education Loan,4354731,17.08,60,Approved,2021-01-17
L0671,C2387,Education Loan,1283707,15.43,240,Approved,2019-07-27
L0672,C0654,Home Loan,2172789,16.44,240,Approved,2021-08-07
L0673,C4001,Vehicle Loan,4226863,11.17,240,Rejected,2022-11-04
L0674,C2482,Home Loan,4727364,15.99,12,Approved,2021-11-04
L0675,C5123,Home Loan,2753155,13.51,24,Approved,2022-03-14
L0676,C4650,Education Loan,2986190,15.43,36,Approved,2020-09-20
L0677,C6158,Home Loan,2455892,12.98,12,Approved,2021-01-19
L0678,C2214,Personal Loan,1851066,12,12,Approved,2019-10-06
L0679,C5206,Vehicle Loan,3743969,16.4,240,Rejected,2020-04-19
L0680,C1045,Home Loan,3888664,8.42,120,Approved,2020-09-04
L0681,C1843,Home Loan,3115896,14.22,120,Approved,2021-09-24
L0682,C6394,Education Loan,493001,14.58,24,Approved,2019-12-04
L0683,C4585,Vehicle Loan,1450182,9.76,12,Approved,2021-09-09
L0684,C5707,Personal Loan,1726178,7.74,24,Approved,2019-02-13
L0685,C4404,Home Loan,572801,10.66,36,Approved,2021-09-20
L0686,C6170,Education Loan,298145,17.57,12,Approved,2019-03-21
L0687,C5698,Personal Loan,4707220,11.87,60,Approved,2022-07-29
L0688,C0198,Vehicle Loan,3029463,8.6,240,Approved,2020-06-27
L0689,C4040,Home Loan,2868371,16.1,240,Approved,2021-08-30
L0690,C4472,Home Loan,3290580,10.15,36,Approved,2019-12-05
L0691,C3647,Vehicle Loan,4296582,11.39,60,Approved,2020-05-25
L0692,C3988,Vehicle Loan,2755274,9.57,60,Approved,2020-08-11
L0693,C5357,Personal Loan,4798242,12.62,120,Approved,2021-10-23
L0694,C6493,Education Loan,1399087,8.29,24,Approved,2020-05-15
L0695,C3533,Education Loan,1376157,10.11,120,Approved,2022-01-19
L0696,C3518,Personal Loan,4794856,10.96,36,Approved,2019-02-25
L0697,C2328,Home Loan,4402221,12.47,36,Approved,2019-04-08
L0698,C4748,Vehicle Loan,227774,14.32,120,Approved,2021-02-09
L0699,C2274,Personal Loan,2761188,14.86,24,Approved,2021-12-12
L0700,C3460,Home Loan,1788687,14.73,240,Approved,2019-07-10
L0701,C1136,Personal Loan,618856,15.95,24,Approved,2022-07-29
L0702,C6464,Vehicle Loan,1193984,12.14,120,Approved,2020-02-05
L0703,C0345,Education Loan,1879199,10.19,240,Approved,2019-07-10
L0704,C3659,Personal Loan,4629934,14.2,60,Approved,2021-01-26
L0705,C5199,Vehicle Loan,2470764,8.27,12,Rejected,2020-06-20
L0706,C4016,Personal Loan,3670403,16.05,120,Approved,2019-09-14
L0707,C1299,Home Loan,4561110,13.64,60,Approved,2021-07-03
L0708,C1752,Education Loan,2608218,15.75,36,Approved,2021-12-02
L0709,C1894,Education Loan,1472425,10.8,240,Rejected,2021-09-20
L0710,C6504,Personal Loan,3985554,10.88,60,Approved,2022-08-02
L0711,C3370,Personal Loan,829711,9.42,12,Approved,2019-02-14
L0712,C1544,Education Loan,2477121,10.1,120,Approved,2020-08-07
L0713,C5116,Home Loan,3238886,8.89,24,Approved,2020-08-18
L0714,C2651,Vehicle Loan,3914786,15.11,120,Approved,2022-03-04
L0715,C5455,Education Loan,849318,15.78,36,Rejected,2020-08-05
