customer_id,credit_score,risk_category,score_date
C0728,380,High Risk,2023-01-18
C0729,635,Medium Risk,2023-05-28
C0730,642,Medium Risk,2023-09-19
C0731,747,Low Risk,2023-11-04
C0732,670,Low Risk,2023-10-12
C0733,442,High Risk,2023-12-06
C0734,865,Very Low Risk,2023-04-07
C0735,773,Very Low Risk,2023-05-14
C0736,470,High Risk,2023-10-13
C0737,849,Very Low Risk,2023-07-11
C0738,602,Medium Risk,2023-10-15
C0739,550,Medium Risk,2023-08-03
C0740,367,High Risk,2023-06-05
C0741,848,Very Low Risk,2023-01-26
C0742,474,High Risk,2023-08-26
C0743,513,High Risk,2023-06-03
C0744,665,Low Risk,2023-03-24
C0745,605,Medium Risk,2023-08-15
C0746,404,High Risk,2023-03-21
C0747,526,High Risk,2023-07-03
C0748,526,High Risk,2023-11-20
C0749,458,High Risk,2023-10-20
C0750,395,High Risk,2023-11-27
C0751,801,Very Low Risk,2023-08-23
C0752,832,Very Low Risk,2023-08-12
C0753,377,High Risk,2023-04-15
C0754,772,Very Low Risk,2023-05-31
C0755,542,High Risk,2023-12-30
C0756,856,Very Low Risk,2023-03-17
C0757,811,Very Low Risk,2023-05-28
C0758,480,High Risk,2023-11-05
C0759,816,Very Low Risk,2023-03-29
C0760,875,Very Low Risk,2023-05-19
C0761,791,Very Low Risk,2023-07-20
C0762,787,Very Low Risk,2023-03-18
C0763,887,Very Low Risk,2023-05-10
C0764,896,Very Low Risk,2023-05-19
C0765,408,High Risk,2023-02-02
C0766,673,Low Risk,2023-09-19
C0767,400,High Risk,2023-07-30
C0768,584,Medium Risk,2023-06-18
C0769,462,High Risk,2023-11-11
C0770,751,Very Low Risk,2023-09-22
C0771,891,Very Low Risk,2023-07-18
C0772,839,Very Low Risk,2023-11-26
C0773,734,Low Risk,2023-06-29
C0774,809,Very Low Risk,2023-03-12
C0775,586,Medium Risk,2023-07-07
C0776,340,High Risk,2023-05-19
C0777,892,Very Low Risk,2023-05-10
C0778,867,Very Low Risk,2023-04-22
C0779,380,High Risk,2023-04-03
C0780,380,High Risk,2023-08-06
C0781,564,Medium Risk,2023-10-05
C0782,310,High Risk,2023-01-27
C0783,375,High Risk,2023-10-17
C0784,530,High Risk,2023-01-05
C0785,675,Low Risk,2023-08-11
C0786,565,Medium Risk,2023-09-19
C0787,687,Low Risk,2023-04-21
C0788,839,Very Low Risk,2023-02-18
C0789,584,Medium Risk,2023-04-23
C0790,776,Very Low Risk,2023-06-12
C0791,551,Medium Risk,2023-06-30
C0792,371,High Risk,2023-05-30
C0793,414,High Risk,2023-11-29
C0794,450,High Risk,2023-08-15
C0795,647,Medium Risk,2023-07-12
C0796,838,Very Low Risk,2023-04-17
C0797,393,High Risk,2023-04-24
C0798,831,Very Low Risk,2023-06-23
C0799,438,High Risk,2023-12-06
C0800,640,Medium Risk,2023-11-13
C0801,698,Low Risk,2023-11-26
C0802,555,Medium Risk,2023-12-23
C0803,625,Medium Risk,2023-02-22
C0804,720,Low Risk,2023-01-09
C0805,300,High Risk,2023-04-19
C0806,868,Very Low Risk,2023-03-28
C0807,383,High Risk,2023-01-06
C0808,895,Very Low Risk,2023-02-25
C0809,864,Very Low Risk,2023-07-15
C0810,666,Low Risk,2023-12-01
C0811,625,Medium Risk,2023-04-30
C0812,900,Very Low Risk,2023-01-15
C0813,467,High Risk,2023-04-14
C0814,681,Low Risk,2023-02-11
C0815,656,Low Risk,2023-06-10
C0816,566,Medium Risk,2023-06-07
C0817,815,Very Low Risk,2023-01-17
C0818,617,Medium Risk,2023-04-28
C0819,679,Low Risk,2023-11-08
C0820,438,High Risk,2023-03-07
C0821,522,High Risk,2023-08-28
C0822,652,Low Risk,2023-01-29
C0823,863,Very Low Risk,2023-04-01
C0824,590,Medium Risk,2023-01-17
C0825,378,High Risk,2023-03-15
C0826,817,Very Low Risk,2023-11-30
C0827,740,Low Risk,2023-10-10
C0828,841,Very Low Risk,2023-09-28
C0829,455,High Risk,2023-05-28
C0830,508,High Risk,2023-08-19
C0831,524,High Risk,2023-02-02
C0832,443,High Risk,2023-10-03
C0833,798,Very Low Risk,2023-12-31
C0834,351,High Risk,2023-12-23
C0835,432,High Risk,2023-07-29
C0836,376,High Risk,2023-04-23
C0837,426,High Risk,2023-05-30
C0838,436,High Risk,2023-06-03
C0839,763,Very Low Risk,2023-10-24
C0840,513,High Risk,2023-03-28
C0841,486,High Risk,2023-01-22
C0842,708,Low Risk,2023-02-10
C0843,500,High Risk,2023-12-23
C0844,310,High Risk,2023-08-10
C0845,463,High Risk,2023-03-31
C0846,488,High Risk,2023-10-04
C0847,447,High Risk,2023-01-25
C0848,557,Medium Risk,2023-11-17
C0849,797,Very Low Risk,2023-11-11
C0850,396,High Risk,2023-03-15
C0851,835,Very Low Risk,2023-04-11
C0852,864,Very Low Risk,2023-07-09
C0853,667,Low Risk,2023-11-02
C0854,878,Very Low Risk,2023-10-10
C0855,836,Very Low Risk,2023-07-04
C0856,636,Medium Risk,2023-02-01
C0857,488,High Risk,2023-02-25
C0858,372,High Risk,2023-02-08
C0859,606,Medium Risk,2023-01-03
C0860,548,High Risk,2023-03-10
C0861,456,High Risk,2023-01-25
C0862,539,High Risk,2023-02-01
C0863,662,Low Risk,2023-12-01
C0864,467,High Risk,2023-03-30
C0865,523,High Risk,2023-05-22
C0866,591,Medium Risk,2023-02-08
C0867,783,Very Low Risk,2023-12-29
C0868,578,Medium Risk,2023-10-12
C0869,844,Very Low Risk,2023-12-23
C0870,451,High Risk,2023-02-23
C0871,840,Very Low Risk,2023-01-30
C0872,804,Very Low Risk,2023-05-03
C0873,561,Medium Risk,2023-09-26
C0874,662,Low Risk,2023-04-05
C0875,647,Medium Risk,2023-09-21
C0876,752,Very Low Risk,2023-05-14
C0877,474,High Risk,2023-10-01
C0878,844,Very Low Risk,2023-07-08
C0879,897,Very Low Risk,2023-10-07
C0880,549,High Risk,2023-01-29
C0881,819,Very Low Risk,2023-01-17
C0882,502,High Risk,2023-01-27
C0883,438,High Risk,2023-08-26
C0884,550,Medium Risk,2023-08-17
C0885,421,High Risk,2023-10-23
C0886,896,Very Low Risk,2023-04-15
C0887,413,High Risk,2023-06-18
C0888,757,Very Low Risk,2023-09-23
C0889,894,Very Low Risk,2023-08-21
C0890,814,Very Low Risk,2023-05-09
C0891,764,Very Low Risk,2024-01-01
C0892,304,High Risk,2023-10-11
C0893,641,Medium Risk,2023-08-23
C0894,771,Very Low Risk,2023-11-01
C0895,633,Medium Risk,2023-10-08
C0896,725,Low Risk,2023-12-04
C0897,716,Low Risk,2023-01-17
C0898,738,Low Risk,2023-03-12
C0899,751,Very Low Risk,2023-01-16
C0900,857,Very Low Risk,2023-11-29
C0901,497,High Risk,2023-04-18
C0902,814,Very Low Risk,2023-10-21
C0903,491,High Risk,2023-02-06
C0904,740,Low Risk,2023-03-03
C0905,580,Medium Risk,2023-10-16
C0906,331,High Risk,2023-06-28
C0907,880,Very Low Risk,2023-08-16
C0908,438,High Risk,2023-01-22
C0909,364,High Risk,2023-01-07
C0910,716,Low Risk,2023-04-01
C0911,377,High Risk,2023-12-30
C0912,566,Medium Risk,2023-05-05
C0913,818,Very Low Risk,2023-03-31
C0914,829,Very Low Risk,2023-09-03
C0915,482,High Risk,2023-02-11
C0916,756,Very Low Risk,2023-12-21
C0917,709,Low Risk,2023-05-01
C0918,864,Very Low Risk,2023-10-17
C0919,463,High Risk,2023-12-31
C0920,452,High Risk,2023-12-27
C0921,716,Low Risk,2023-05-11
C0922,690,Low Risk,2023-08-13
C0923,692,Low Risk,2023-09-16
C0924,330,High Risk,2023-10-29
C0925,302,High Risk,2023-10-22
C0926,503,High Risk,2023-03-07
C0927,703,Low Risk,2023-07-03
C0928,405,High Risk,2023-03-16
C0929,735,Low Risk,2023-09-04
C0930,394,High Risk,2023-04-03
C0931,500,High Risk,2023-07-18
C0932,780,Very Low Risk,2023-09-25
C0933,406,High Risk,2023-04-18
C0934,650,Low Risk,2023-07-09
C0935,741,Low Risk,2023-08-20
C0936,609,Medium Risk,2023-06-10
C0937,434,High Risk,2023-09-24
C0938,356,High Risk,2023-09-29
C0939,593,Medium Risk,2023-09-18
C0940,331,High Risk,2023-08-11
C0941,315,High Risk,2023-06-08
C0942,332,High Risk,2023-10-20
C0943,401,High Risk,2023-01-03
C0944,576,Medium Risk,2023-08-14
C0945,589,Medium Risk,2023-06-02
C0946,696,Low Risk,2023-08-04
C0947,684,Low Risk,2023-12-03
C0948,477,High Risk,2023-01-29
C0949,811,Very Low Risk,2023-11-07
C0950,436,High Risk,2023-04-22
C0951,855,Very Low Risk,2023-06-17
C0952,677,Low Risk,2023-01-14
C0953,579,Medium Risk,2023-06-09
C0954,412,High Risk,2023-09-28
C0955,789,Very Low Risk,2023-06-17
C0956,515,High Risk,2023-08-25
C0957,727,Low Risk,2023-11-16
C0958,726,Low Risk,2023-05-30
C0959,563,Medium Risk,2023-02-04
C0960,792,Very Low Risk,2023-01-27
C0961,630,Medium Risk,2023-04-24
C0962,726,Low Risk,2023-08-15
C0963,521,High Risk,2023-12-25
C0964,686,Low Risk,2023-07-24
C0965,638,Medium Risk,2023-11-27
C0966,478,High Risk,2023-04-16
C0967,360,High Risk,2023-02-24
C0968,860,Very Low Risk,2023-05-07
C0969,370,High Risk,2023-07-19
C0970,336,High Risk,2023-12-06
C0971,565,Medium Risk,2023-05-19
C0972,494,High Risk,2023-12-21
C0973,781,Very Low Risk,2023-08-13
C0974,674,Low Risk,2023-01-05
C0975,563,Medium Risk,2023-11-10
C0976,685,Low Risk,2023-01-29
C0977,557,Medium Risk,2023-07-04
C0978,508,High Risk,2023-11-06
C0979,348,High Risk,2023-05-24
C0980,688,Low Risk,2023-08-26
C0981,828,Very Low Risk,2023-08-07
C0982,401,High Risk,2023-05-01
C0983,856,Very Low Risk,2023-05-15
C0984,586,Medium Risk,2023-09-12
C0985,841,Very Low Risk,2023-02-10
C0986,865,Very Low Risk,2023-08-26
C0987,413,High Risk,2023-03-28
C0988,518,High Risk,2023-08-14
C0989,568,Medium Risk,2023-12-29
C0990,727,Low Risk,2023-03-18
C0991,679,Low Risk,2023-01-12
C0992,489,High Risk,2023-07-03
C0993,862,Very Low Risk,2023-03-31
C0994,452,High Risk,2023-12-28
C0995,793,Very Low Risk,2023-07-09
C0996,752,Very Low Risk,2023-10-21
C0997,898,Very Low Risk,2023-10-11
C0998,320,High Risk,2023-08-20
C0999,335,High Risk,2023-07-13
C1000,518,High Risk,2023-10-19
C1001,703,Low Risk,2023-05-10
C1002,477,High Risk,2023-06-06
C1003,698,Low Risk,2023-08-04
C1004,732,Low Risk,2023-12-07
C1005,407,High Risk,2023-04-09
C1006,630,Medium Risk,2023-12-31
C1007,553,Medium Risk,2023-11-11
C1008,486,High Risk,2023-04-14
C1009,767,Very Low Risk,2023-02-22
C1010,476,High Risk,2023-02-08
C1011,787,Very Low Risk,2023-12-22
C1012,741,Low Risk,2023-02-14
C1013,565,Medium Risk,2023-06-12
C1014,819,Very Low Risk,2023-12-30
C1015,354,High Risk,2023-03-13
C1016,366,High Risk,2023-03-24
C1017,756,Very Low Risk,2023-12-04
C1018,632,Medium Risk,2023-05-26
C1019,721,Low Risk,2023-08-15
C1020,843,Very Low Risk,2023-01-11
C1021,543,High Risk,2023-06-23
C1022,337,High Risk,2023-05-05
C1023,714,Low Risk,2023-01-04
C1024,611,Medium Risk,2023-08-20
C1025,412,High Risk,2023-07-05
C1026,487,High Risk,2023-05-31
C1027,488,High Risk,2023-01-04
C1028,746,Low Risk,2023-11-01
C1029,486,High Risk,2023-02-17
C1030,572,Medium Risk,2023-04-20
C1031,733,Low Risk,2023-09-18
C1032,781,Very Low Risk,2023-06-18
C1033,508,High Risk,2023-09-20
C1034,469,High Risk,2023-06-02
C1035,411,High Risk,2023-12-25
C1036,649,Medium Risk,2023-02-07
C1037,843,Very Low Risk,2023-06-29
C1038,580,Medium Risk,2023-07-26
C1039,347,High Risk,2023-05-21
C1040,639,Medium Risk,2023-02-23
C1041,601,Medium Risk,2023-02-16
C1042,587,Medium Risk,2023-01-20
C1043,575,Medium Risk,2023-04-08
C1044,569,Medium Risk,2023-09-15
C1045,448,High Risk,2023-03-31
C1046,818,Very Low Risk,2023-07-23
C1047,433,High Risk,2023-03-11
C1048,692,Low Risk,2023-01-05
C1049,433,High Risk,2023-08-14
C1050,736,Low Risk,2023-09-07
C1051,461,High Risk,2023-12-20
C1052,558,Medium Risk,2023-08-07
C1053,580,Medium Risk,2023-09-05
C1054,696,Low Risk,2023-08-29
C1055,530,High Risk,2023-12-16
C1056,869,Very Low Risk,2023-05-17
C1057,828,Very Low Risk,2023-12-15
C1058,779,Very Low Risk,2023-11-14
C1059,519,High Risk,2023-08-27
C1060,584,Medium Risk,2023-11-25
C1061,644,Medium Risk,2023-05-14
C1062,433,High Risk,2023-02-26
C1063,832,Very Low Risk,2023-05-17
C1064,348,High Risk,2023-05-24
C1065,471,High Risk,2023-10-01
C1066,806,Very Low Risk,2023-04-12
C1067,475,High Risk,2023-12-15
C1068,888,Very Low Risk,2023-08-21
C1069,574,Medium Risk,2023-07-10
C1070,764,Very Low Risk,2023-07-14
C1071,794,Very Low Risk,2023-09-11
C1072,617,Medium Risk,2023-12-17
C1073,388,High Risk,2023-06-18
C1074,338,High Risk,2023-07-25
C1075,337,High Risk,2023-09-16
C1076,676,Low Risk,2023-01-16
C1077,560,Medium Risk,2023-10-18
C1078,477,High Risk,2023-01-14
C1079,439,High Risk,2023-08-30
C1080,898,Very Low Risk,2023-10-06
C1081,356,High Risk,2023-03-09
C1082,641,Medium Risk,2023-08-22
C1083,564,Medium Risk,2023-02-07
C1084,638,Medium Risk,2023-03-08
C1085,800,Very Low Risk,2023-07-17
C1086,806,Very Low Risk,2023-04-17
C1087,676,Low Risk,2023-03-10
C1088,598,Medium Risk,2023-09-01
C1089,755,Very Low Risk,2023-01-15
C1090,888,Very Low Risk,2023-04-07
C1091,853,Very Low Risk,2023-01-19
C1092,345,High Risk,2023-08-07
C1093,793,Very Low Risk,2023-09-05
C1094,807,Very Low Risk,2023-09-22
C1095,442,High Risk,2023-07-18
C1096,741,Low Risk,2023-09-26
C1097,607,Medium Risk,2023-08-13
C1098,829,Very Low Risk,2023-01-22
C1099,321,High Risk,2023-11-20
C1100,421,High Risk,2023-12-29
C1101,515,High Risk,2023-04-29
C1102,788,Very Low Risk,2023-03-23
C1103,440,High Risk,2023-07-04
C1104,774,Very Low Risk,2023-02-08
C1105,827,Very Low Risk,2023-07-27
C1106,751,Very Low Risk,2023-10-28
C1107,632,Medium Risk,2023-08-11
C1108,780,Very Low Risk,2023-08-24
C1109,728,Low Risk,2023-10-26
C1110,726,Low Risk,2023-11-06
C1111,527,High Risk,2023-05-23
C1112,530,High Risk,2023-01-15
C1113,619,Medium Risk,2023-07-24
C1114,514,High Risk,2023-01-20
C1115,876,Very Low Risk,2023-01-06
C1116,689,Low Risk,2023-06-12
C1117,853,Very Low Risk,2023-08-13
C1118,661,Low Risk,2023-11-27
C1119,824,Very Low Risk,2023-06-07
C1120,876,Very Low Risk,2023-12-12
C1121,715,Low Risk,2023-04-26
C1122,454,High Risk,2023-08-21
C1123,578,Medium Risk,2023-11-06
C1124,813,Very Low Risk,2023-07-20
C1125,689,Low Risk,2023-03-30
C1126,614,Medium Risk,2023-05-03
C1127,601,Medium Risk,2023-10-13
C1128,566,Medium Risk,2023-09-16
C1129,504,High Risk,2023-05-16
C1130,718,Low Risk,2023-12-15
C1131,307,High Risk,2023-02-21
C1132,897,Very Low Risk,2023-09-03
C1133,705,Low Risk,2023-12-27
C1134,667,Low Risk,2023-05-30
C1135,690,Low Risk,2023-10-16
C1136,600,Medium Risk,2023-05-29
C1137,320,High Risk,2023-08-10
C1138,593,Medium Risk,2023-07-05
C1139,741,Low Risk,2023-03-09
C1140,891,Very Low Risk,2023-11-03
C1141,554,Medium Risk,2023-04-20
C1142,349,High Risk,2023-08-13
C1143,515,High Risk,2023-05-15
C1144,761,Very Low Risk,2023-04-16
C1145,360,High Risk,2023-11-18
C1146,847,Very Low Risk,2023-07-19
C1147,769,Very Low Risk,2023-03-12
C1148,556,Medium Risk,2023-07-30
C1149,338,High Risk,2023-01-01
C1150,408,High Risk,2023-12-16
C1151,836,Very Low Risk,2023-03-23
C1152,437,High Risk,2023-12-15
C1153,531,High Risk,2023-03-04
C1154,612,Medium Risk,2023-03-21
C1155,403,High Risk,2023-07-17
C1156,480,High Risk,2023-12-31
C1157,329,High Risk,2023-08-01
C1158,781,Very Low Risk,2023-01-26
C1159,450,High Risk,2023-03-25
C1160,747,Low Risk,2023-04-25
C1161,571,Medium Risk,2023-08-15
C1162,888,Very Low Risk,2023-05-28
C1163,509,High Risk,2023-01-03
C1164,395,High Risk,2023-01-12
C1165,562,Medium Risk,2023-08-06
C1166,591,Medium Risk,2023-02-19
C1167,517,High Risk,2023-06-15
C1168,659,Low Risk,2023-09-25
C1169,612,Medium Risk,2023-12-25
C1170,330,High Risk,2023-07-12
C1171,465,High Risk,2023-07-17
C1172,343,High Risk,2023-02-15
C1173,653,Low Risk,2023-02-06
C1174,751,Very Low Risk,2023-09-09
C1175,358,High Risk,2023-01-16
C1176,372,High Risk,2023-07-18
C1177,507,High Risk,2023-11-20
C1178,418,High Risk,2023-11-07
C1179,339,High Risk,2023-04-05
C1180,437,High Risk,2023-10-07
C1181,688,Low Risk,2023-08-09
C1182,508,High Risk,2023-11-02
C1183,453,High Risk,2023-09-30
C1184,855,Very Low Risk,2023-12-21
C1185,735,Low Risk,2023-04-28
C1186,442,High Risk,2023-05-12
C1187,738,Low Risk,2023-12-01
C1188,436,High Risk,2023-10-11
C1189,555,Medium Risk,2023-06-18
C1190,610,Medium Risk,2023-07-31
C1191,846,Very Low Risk,2023-05-23
C1192,450,High Risk,2023-01-23
C1193,460,High Risk,2023-09-09
C1194,733,Low Risk,2023-11-03
C1195,604,Medium Risk,2023-06-11
C1196,834,Very Low Risk,2023-07-13
C1197,378,High Risk,2023-07-26
C1198,331,High Risk,2023-06-27
C1199,327,High Risk,2023-04-15
C1200,858,Very Low Risk,2023-11-15
C1201,828,Very Low Risk,2023-10-18
C1202,423,High Risk,2023-11-25
C1203,680,Low Risk,2023-07-11
C1204,737,Low Risk,2023-07-02
C1205,314,High Risk,2023-03-24
C1206,875,Very Low Risk,2023-05-12
C1207,316,High Risk,2023-06-27
C1208,633,Medium Risk,2023-11-08
C1209,518,High Risk,2023-11-21
C1210,617,Medium Risk,2023-11-30
C1211,607,Medium Risk,2023-12-06
C1212,739,Low Risk,2023-04-09
C1213,671,Low Risk,2023-01-26
C1214,549,High Risk,2023-09-23
C1215,311,High Risk,2023-12-14
C1216,872,Very Low Risk,2023-08-17
C1217,316,High Risk,2023-02-05
C1218,322,High Risk,2023-12-18
C1219,632,Medium Risk,2023-07-29
C1220,860,Very Low Risk,2023-12-17
C1221,356,High Risk,2023-05-23
C1222,839,Very Low Risk,2023-02-22
C1223,432,High Risk,2023-03-26
C1224,457,High Risk,2023-04-10
C1225,745,Low Risk,2023-01-29
C1226,524,High Risk,2023-11-20
C1227,891,Very Low Risk,2023-04-10
C1228,899,Very Low Risk,2023-11-06
C1229,391,High Risk,2023-12-12
C1230,781,Very Low Risk,2023-02-01
C1231,887,Very Low Risk,2023-12-03
C1232,772,Very Low Risk,2023-04-22
C1233,489,High Risk,2023-06-30
C1234,882,Very Low Risk,2023-02-11
C1235,449,High Risk,2023-08-11
C1236,787,Very Low Risk,2023-08-20
C1237,810,Very Low Risk,2023-01-16
C1238,307,High Risk,2023-12-04
C1239,309,High Risk,2023-02-23
C1240,861,Very Low Risk,2023-04-08
C1241,845,Very Low Risk,2023-09-04
C1242,536,High Risk,2023-06-22
C1243,610,Medium Risk,2023-03-26
C1244,716,Low Risk,2023-10-28
C1245,794,Very Low Risk,2023-04-24
C1246,694,Low Risk,2023-07-08
C1247,616,Medium Risk,2023-09-25
C1248,545,High Risk,2023-05-05
C1249,664,Low Risk,2023-09-26
C1250,670,Low Risk,2023-08-11
C1251,678,Low Risk,2023-11-04
C1252,869,Very Low Risk,2023-04-29
C1253,835,Very Low Risk,2023-05-17
C1254,398,High Risk,2023-07-25
C1255,374,High Risk,2023-12-14
C1256,576,Medium Risk,2023-02-06
C1257,417,High Risk,2023-06-19
C1258,744,Low Risk,2023-05-20
C1259,420,High Risk,2023-04-30
C1260,858,Very Low Risk,2023-05-24
C1261,786,Very Low Risk,2023-11-16
C1262,461,High Risk,2023-08-15
C1263,834,Very Low Risk,2023-07-26
C1264,357,High Risk,2023-03-23
C1265,327,High Risk,2023-10-27
C1266,310,High Risk,2023-03-10
C1267,861,Very Low Risk,2023-07-01
C1268,771,Very Low Risk,2023-04-25
C1269,760,Very Low Risk,2023-06-02
C1270,405,High Risk,2023-12-05
C1271,436,High Risk,2023-09-27
C1272,577,Medium Risk,2023-12-22
C1273,586,Medium Risk,2023-11-15
C1274,726,Low Risk,2023-03-28
C1275,557,Medium Risk,2023-04-23
C1276,319,High Risk,2023-10-17
C1277,420,High Risk,2023-02-08
C1278,580,Medium Risk,2023-07-01
C1279,607,Medium Risk,2023-09-15
C1280,360,High Risk,2023-05-20
C1281,348,High Risk,2023-11-19
C1282,875,Very Low Risk,2023-09-09
C1283,589,Medium Risk,2023-11-04
C1284,763,Very Low Risk,2023-06-14
C1285,886,Very Low Risk,2023-11-18
C1286,508,High Risk,2023-04-10
C1287,382,High Risk,2023-02-13
C1288,511,High Risk,2023-02-26
C1289,445,High Risk,2023-02-15
C1290,790,Very Low Risk,2023-04-20
C1291,675,Low Risk,2023-11-16
C1292,525,High Risk,2023-05-08
C1293,377,High Risk,2023-02-16
C1294,743,Low Risk,2023-12-19
C1295,546,High Risk,2023-04-11
C1296,719,Low Risk,2023-09-02
C1297,578,Medium Risk,2023-11-24
C1298,754,Very Low Risk,2023-07-26
C1299,531,High Risk,2023-12-08
C1300,640,Medium Risk,2023-07-08
C1301,784,Very Low Risk,2023-10-19
C1302,423,High Risk,2023-11-11
C1303,571,Medium Risk,2023-09-23
C1304,837,Very Low Risk,2023-12-18
C1305,330,High Risk,2023-05-12
C1306,713,Low Risk,2023-02-08
C1307,425,High Risk,2023-11-26
C1308,309,High Risk,2023-08-16
C1309,475,High Risk,2023-03-25
C1310,823,Very Low Risk,2023-11-19
C1311,625,Medium Risk,2023-04-26
C1312,300,High Risk,2023-10-08
C1313,794,Very Low Risk,2023-10-15
C1314,388,High Risk,2023-04-05
C1315,308,High Risk,2023-11-25
C1316,521,High Risk,2023-07-10
C1317,665,Low Risk,2023-06-07
C1318,545,High Risk,2023-03-18
C1319,716,Low Risk,2023-08-26
C1320,775,Very Low Risk,2023-11-05
C1321,314,High Risk,2023-01-05
C1322,639,Medium Risk,2023-10-01
C1323,680,Low Risk,2023-06-16
C1324,473,High Risk,2023-03-09
C1325,875,Very Low Risk,2023-04-06
C1326,805,Very Low Risk,2023-04-27
C1327,610,Medium Risk,2023-10-15
C1328,659,Low Risk,2023-11-07
C1329,384,High Risk,2023-12-14
C1330,506,High Risk,2023-12-24
C1331,454,High Risk,2023-06-12
C1332,852,Very Low Risk,2023-03-01
C1333,527,High Risk,2023-06-06
C1334,417,High Risk,2023-03-27
C1335,708,Low Risk,2023-09-27
C1336,667,Low Risk,2023-08-28
C1337,720,Low Risk,2023-04-08
C1338,762,Very Low Risk,2023-10-19
C1339,854,Very Low Risk,2023-05-03
C1340,497,High Risk,2023-03-04
C1341,728,Low Risk,2023-08-19
C1342,679,Low Risk,2023-06-15
C1343,644,Medium Risk,2023-07-21
C1344,486,High Risk,2023-08-13
C1345,746,Low Risk,2023-04-11
C1346,351,High Risk,2023-03-03
C1347,318,High Risk,2023-07-19
C1348,488,High Risk,2023-07-20
C1349,550,Medium Risk,2023-11-25
C1350,546,High Risk,2023-05-03
C1351,625,Medium Risk,2023-03-27
C1352,790,Very Low Risk,2023-01-06
C1353,450,High Risk,2023-01-06
C1354,360,High Risk,2023-03-13
C1355,835,Very Low Risk,2023-06-27
